id-EP3960889A4    abstract-
id-CN111238247A    abstract-本发明实施例提供一种回收焦炉荒煤气余热的上升管及上升管余热利用方法。其中，上升管包括自下向上依次相连的底座、上升管壳体和上升管盖；上升管壳体由内筒和外筒套装而成；内筒和外筒之间形成换热通道；内层钢板内砌筑上升管内衬；外筒开设换热工质入口和换热工质出口，换热工质入口和换热工质出口与换热通道连通；换热工质入口位于上升管壳体的下部，换热工质出口位于上升管壳体的上部；通过换热工质入口向换热通道内通入换热工质，换热工质为煤气或空气或氢气；换热工质在换热通道换热后，由换热工质出口排出。通过本方案可以解决现有采用除盐水为换热工质的上升管存在容易泄漏破坏焦炉炭化室炉墙的问题。
id-CN111336810A    abstract-本发明公开了一种自热式熔铝炉。所公开的熔铝炉包括炉体，该炉体上设有进料口，所述炉体内设有燃烧器、铝锭熔化平台和熔池，熔池底部设有出料口，铝锭经进料口放置在铝锭熔化平台上，燃烧器燃烧产生的高温烟气熔化铝锭，熔化产生的液态铝流入熔池，后经出料口排出；所述热交换通道连通炉体内燃烧器与铝锭熔化平台的工作空间和熔池，实际运行中，操作者通过控制熔铝炉内部的压力使得高温烟气从熔铝炉铝锭熔化平台上方的工作空间经热交换通道进入熔池，最后从熔池下方排出。与传统烟气直接进入蓄热体的方式相比，本发明增加了烟气与铝液的换热过程，提高了烟气余热的热利用水平，同时减少了蓄热体内的换热温差，提高了熔铝炉熔炼铝锭的经济性。
id-CN111306948A    abstract-本发明涉及一种黄磷电炉炉气控温装置、黄磷电炉炉气控温系统及黄磷电炉炉气控温方法。黄磷电炉炉气控温装置包括：夹套管，该夹套管包含内管和套装于内管外的保温层，该夹套管用于将从黄磷电炉输出的炉气输通入到黄磷电炉炉气干法除尘系统中的干法除尘器中；保温介质循环管路，该保温介质循环管路与保温层连通，保温介质循环管路上设置有用于使保温介质在保温层、保温介质循环管路之间循环流动的保温介质驱动装置和用于对保温介质进行控温的伴热加热器；保温介质循环管路上设置有阀门。通过设置上述的黄磷电炉炉气控温装置，防止在导气过程中炉气中的黄磷蒸汽等相变析出。
id-CN111334335A    abstract-本发明涉及一种气化炉，具体涉及一种可用于煤化工领域或炼化领域的显热回收气化炉。一种显热回收气化炉，该气化炉主体包括气化室、隔板、密封箱、显热回收室、激冷室；气化室、显热回收室、导流筒、激冷室共用一个承压壳体。上部气化室、下部显热回收室、激冷室共用一个承压壳体，可简化显热回收气化装置的结构，减少投资成本，提高设备长周期运行稳定性；上部膜式水冷壁替代耐火砖，炉膛温度可提高到1700摄氏度，解决了灰熔点高煤的气化难题，合成气显热回收室可以提高显热回收；提高了能量转化效率；热量回收后的合成气经过激冷室有效的洗涤了细灰及水气比，防止合成气带灰进入后续系统，影响产品的质量。
id-CN111174577A    abstract-本发明属于燃煤锅炉炉底除渣技术领域，尤其为一种具有滚动和破碎功能的平推式关断门，由支架、破碎式挤压头、导柱、推杆、T型滑块、滚轮、和驱动油缸组成关断门组件，组件安装于炉膛渣井下方，每台锅炉设有一个或多个渣井，每个渣井下方又设有多个组件；本组件具有隔断和挤压破碎多种功能，正常工况下可以通过开启和关闭来隔断炉渣，当锅炉高温结焦炉渣落入导柱上时，通过挤压头挤压破碎后，炉渣落入组件下方设备排出。本发明将结焦炉渣通过锯齿型挤压头推动咬合炉渣，对大渣进行预破碎后排出，并在关断门推杆上下位置设计有滚轮机构，减小了挤压头在导柱上行走的摩擦力；挤压头和导柱选用铸造耐热耐磨钢，提高设备整体寿命。
id-CN111306950A    abstract-本发明属于余热回收技术领域，公开了一种高温熔岩、熔浆、熔液类余热多级转动余热回收系统，包括包括吸热头、换热器和进液泵，吸热头内设置有热交换介质循环流动的冷却通道，冷却通道包括一个进口端和一个出口端，冷却通道的进口端与进液泵之间连通有进液管道，冷却通道的出口端与换热器之间连通有出液管道，换热器与进液泵之间连通有导液管道。本发明解决了利用技术冷却高温熔岩、熔浆、熔液类物质时，冷却时间长的问题。
id-CN111336639A    abstract-本发明属于碳化硅加工技术领域，涉及一种碳化硅冶炼车间的排气系统。该排气系统，包括集气楼、第一排气机构和除尘塔，第一排气机构包括第一主风管、第一连接管、第一阀门、第一引风机和第一支流风管，第一主风管的管道直径自中部向两端逐渐减小、且两端为封闭结构，第一连接管的一端与第一主风管的管道直径最大处连通、且其管路上设置有第一阀门，另一端依次与第一引风机、除尘塔连接，第一支流风管的一端与第一主风管的管道连通，另一端延伸入集气楼的内部。该排气系统，通过设置管径渐变的主风管，有效提高冶炼车间的排气效果和排气效率，还可根据冶炼需求，灵活启用排气区域，节约能源和成本，系统的布局更加合理，有效节约加工成本。
id-CN111623628A    abstract-本发明公开了保温融化一体炉，包括炉体的一侧壁上设置有加料输送带，所述加料传送带的底部设置有入汤口，所述入汤口的一端连接有加料池，所述加料池的的顶部设置有液体提升出口，所述加料池的一端设置有融化室，所述融化室包括储渣室，所述储渣室的底部设置有第一炉门，所述炉门的一侧设置有耙渣口，所述储渣室的一侧设置有升温室，所述升温室的底部设置有第二炉门，所述升温室的一侧设置有保温室，所述保温室的底部设置有清渣口，所述融化室的顶端设置有热循环系统，本发明通过设置升温室和保温室，可以对材料进行升温保温储能，通过设置热循环系统可以对热能进行回收再利用，节约了能源。
id-CN111550756A    abstract-本发明公开了一种锰铁合金矿热炉烟尘治理与余热综合利用系统和方法，包括：输入管，输入管与旋风除尘模块连接，旋风除尘模块通过连接管道与干式冷却除尘模块连接，干式冷却除尘模块通过连接管道与布袋除尘模块连接；布袋除尘模块通过母管与净煤气燃烧模块连接，净煤气燃烧模块与发电模块连接；本发明通过对荒煤气进行除尘和降温，最大限度回收了荒煤气中的粉尘资源及热能，获得重大社会效益及经济效益；通过净煤气燃烧模块进行煤、气混烧后通过汽轮发电机组进行发电，解决了矿热炉煤气热能含量丰富、粉尘价值高但温度波动范围大、烟尘分离回收利用困难的难题，实现热能与粉尘资源的回收利用，并将热能转化为高阶电能。
id-CN111396902A    abstract-本发明涉及一种用管式炉处理湿法脱硫再生尾气的工艺，湿法脱硫再生尾气经洗涤处理后引入干熄焦装置，当干熄焦装置检修时，湿法脱硫再生尾气通过尾气引风机送入管式炉配风回烧，管式炉燃烧需要的氧气由湿法脱硫再生尾气和空气中的氧气提供；管式炉顶部烟囱出口连接废气管道，废气管道上设置电动阀门，燃烧后的废气经过电动阀门后由废气引风机送至脱硫脱硝装置进行处理。本发明工艺设置合理，操作方便，能够满足更严格的环保要求。
id-CN111426208B    abstract-本发明公开了一种立式抽风烧结机及烧结工艺。所述烧结机包括至少两个垂直间隔设置的烧结室，所述烧结室顶部为进料端、底部为卸料端，所述烧结室的一侧经篦条连通进气通道，另一侧经篦条连通出气烟道，相邻两个烧结室之间共用进气通道和/或出气烟道。所述烧结工艺为将烧结混合料从烧结室顶部进料端加入，最后得到的烧结矿由烧结室底部卸料端排出；助燃气体由烧结室一侧的进气通道进入经篦条水平向进入烧结室，烧结室内的烟气在负压作用下，经篦条进入烧结室另一侧的出气烟道中排出，相邻两个烧结室之间共用进气通道和/或出气烟道。本发明结构简单、烟气产生量小、无漏风问题，稳定性好、占地面积小、余热利用率高、提高烧结矿质量、节能降耗。
id-CN111397383B    abstract-本发明涉及一种回转窑余热综合利用系统，包括多个支撑墩，还包括集热机构，集热机构与热负载相连接；集热机构包括转动支撑在相邻两个支撑墩之间的支撑轴，还包括铰接在支撑轴上的两个集热板；集热板包括罩设在回转窑筒体上的受热弧板，和与受热弧板一体设置的控制弧板；控制弧板上开设有多个缺口，同一支撑轴上的两个集热板相互交叉设置；集热机构连接有平衡装置；受热弧板上设置有用于吸收热量的吸热管；同一支撑轴上的两个控制弧板之间安装有动力装置。本发明通过设置铰接在支撑轴上的两个集热板，并通过动力装置控制集热板的开合程度，具有能够根据季节改变吸热管对热量的收集能力、并改变回转窑的散热性能的效果。
id-CN111366003A    abstract-本发明公开的是冶金烧结技术领域的一种脱硫脱硝系统中的烧结烟气余热利用结构，包括与烧结机相连通的大烟道，以及位于大烟道出口后的电除尘器、脱硫装置和脱硝装置，所述大烟道尾部设有隔板，将大烟道分割成与烧结机头尾相对应的机头段和机尾段，机尾段上设有旁路烟道与机头段相连通，在机尾段的旁路烟道上设有换热器与即将进入脱硝装置的烟气换热。本发明利用隔板隔断烧结机大烟道，仅将烧结机尾部风箱排出的高温烟气引入旁路烟道用于加热脱硫后的烟气，换热效率更高，换热器体积减小，减少了系统阻力及能耗；此外，旁路烟道内的高温烟气换热后返回烧结机大烟道与前部风箱的烟气混合后，进入电除尘器的烟气温度、体积流量降低，有助于提高电除尘器除尘效率。
id-CN113446862A    abstract-本发明涉及一种烟气余热回收装置，尤其涉及一种处理氢氧化铝焙烧炉烟气余热回收装置。一种处理氢氧化铝焙烧炉烟气余热回收装置，焙烧炉的出口与电收尘器的进口连接，电收尘器的出口通过风机与换热设备的烟气进口连接，换热设备的烟气出口与烟囱连接；其中换热设备包括壳体，在壳体内设有换热管道，换热管道的外壁上设有翅片，换热管道的循环水进口和循环水出口设在壳体上，烟气进口和烟气出口设在壳体上。本发明的优点效果：高温烟气在换热设备内进行热交换，烟气进口设置于壳体的下部，烟气出口设置于壳体的上部，这样可以保证烟气排出具有良好的流通性；翅片设置于换热管道上，能增加换热效果，支架固定在壳体上，起支撑换热管道的作用。
id-CN111366002A    abstract-本发明涉及新材料技术领域，且公开了一种可根据烟量大小改变通道大小的炉膛通道排出装置，包括外壳，所述外壳的左侧设置有开口，开口的上端口固定安装有拉帘，拉帘的侧壁滑动连接于外壳的开口侧壁处，拉帘的右面活动安装有伸缩套，伸缩套的底部活动安装有通管，所述外壳的底部固定安装有底板。按压板和支撑架的连接处被烟气排出时积累量的压力挤开，活动板被带动抬起，使烟气能够顺着活动板的底部排出，当烟气量未到达时，活动杆将按压板于支撑架再次连接，避免过多的温度被散发出，根据烟气量排出时的大小，可使与搁板距离近处和远处的活动板随烟气的大小来决定是否开合，可保证炉内的温度。
id-CN111306949A    abstract-本发明是一种炭化炉烟气节能返回利用装置，包括烟气返回烟道，支撑架，清灰口，轴流风机、燃烧器以及现有炭化生产线装置，包括炭化炉主体，燃烧室，焚烧室，混合室等。燃烧器包括喷嘴和套设在该喷嘴上的燃烧器本体，燃烧器本体上依序包括相互连通的引射段、混合段、燃烧段和稳焰段，引射段上与喷嘴相连的一端设有空气进口，且对应设有改变空气进口大小的调风板。本发明采用焚烧室内的可燃气体，用高温轴流风机将高温烟气返回炉头，避免了在炉头额外补充燃料，实现了高温烟气的有效再循环，整个过程实现能量的高效利用，而且减少废气污染和资源浪费，更加节能环保，且温度便于调控，可显著改善活性炭产品的质量和产量。
id-CN111351372A    abstract-本发明涉及一种炼钢厂水冷淬火烟气冷却处理工艺，其使用了一种炼钢厂水冷淬火烟气冷却处理装置，该炼钢厂水冷淬火烟气冷却处理装置包括炉体、冷却装置和过滤装置，所述的炉体的左侧设置有冷却装置，冷却装置的左下侧设置有过滤装置，过滤装置和炉体的下端均与已有工作地面相连，本发明采用多重过滤结构的设计理念进行烟气冷却过滤处理，在烟气入口段以及冷凝水滴收集处均设置有双层过滤结构，进而降低了最终收集的冷凝水的含杂质率，且过滤结构均为抽屉式结构，便于操作人员进行及时更换和清理，同时采用空冷方式以适应不便用水的情况以及减小水源的浪费率。
id-CN111426207A    abstract-本发明公开了一种用于轻烧窑的烟气回收装置包括安装座，安装座顶部的左侧固定连接有轻烧窑本体，轻烧窑本体的顶部连通连接管，连接管的左侧固定连接有加热箱，连接管内腔的左侧设置有导热板，导热板的左侧依次贯穿连接管和加热箱并延伸至加热箱的内腔。本发明通过设置连接管、加热箱、导热板、导热片、风机、输送管、大孔滤板、降尘箱、固定管、喷头、送料管、过滤盒、细孔滤板、送水管、水箱、出水管、进水管、滤水板、排气管和活性炭滤板，解决了现有轻烧窑无法回收烟气热量和无法充分过滤烟气中灰尘和有害气体的问题，该轻烧窑烟气回收装置，具备回收烟气中的热量和充分过滤烟气中灰尘和有害气体的优点。
id-CN111346438A    abstract-本发明公开了一种烤烟炉尾气处理装置，它包括从左往右顺次连接的烤烟炉(1)、第一引风机(2)、尾气冷却装置(3)、大颗粒杂质过滤装置(4)、第二引风机(5)、小颗粒杂质过滤装置(6)、第三引风机(7)和吸收塔(8)；它还公开了尾气处理方法。本发明的有益效果是：提高尾气处理效率、能够彻底除去尾气中的颗粒杂质、能够彻底吸收尾气中有机物、节省能耗、使用寿命长。
id-CN111256484B    abstract-本发明公开了一种水泥窑脱硝装置，包括窑尾烟室，窑尾烟室上设有管道状的气化炉，气化炉包括倾斜状的第一气化管，第一气化管的侧壁连接有第一生料管，第一气化管的下端连接窑尾烟室，第一气化管的上端连接有第二气化管，第二气化管上端连接有弯管，弯管的另一端连接有第三气化管，第三气化管连接有连接管，连接管上端连接有分解炉，弯管的高度高于分解炉的高度，连接管的侧壁连接有三次风管，连接管下端设有偏心锥，偏心锥连接有烟室生料管，烟室生料管连接窑尾烟室，本发明能大大减少氨水的消耗量，及氨水逃逸，无需催化剂且不造成二次环境污染，产能、温度适应性强，不易造成系统堵塞，后期维护工作量小，可大大减少氮氧化物的排放。
id-CN111189327B    abstract-本发明公开了一种高效智能化的炉渣分流换热装置，包括矩形支撑架，所述矩形支撑架一侧设有炉渣移动运输装置，所述矩形支撑架侧表面设有控制器，所述矩形支撑架内表面设有挡板调节式炉渣分流装置，所述矩形支撑架侧表面设有水循环换热装置挡板调节式炉渣分流装置通过多个滑动板的作用，使炉渣可以分开并沿着滑动板落下，使炉渣充分分散，可以达到分流换热的效果，通过电机带动滑动板进行滑动，可以控制炉渣的分流程度，达到可以根据炉渣温度调节分流程度的效果，提高设备的实用性；水循环换热装置通过盘管的作用，可以使冷却液最大面积的接触箱体，从而达到最大化换热的效果，通过水泵工作使冷却液快速循环，达到快速冷却的效果。
id-CN111322866A    abstract-本发明公开了一种低热值物料气化煅烧装置，包括炉体，炉体内设有散料部和物料吹散摊平部，散料部包括呈圆锥状的散料器，物料吹散摊平部包括一个或多个物料吹散部件，物料吹散部件沿炉体周向布置，炉体的位于物料吹散摊平部的下方设有煅烧段，还包括腰风部，腰风部包括供风部件、多个温度检测部件和多个氧含量检测部件，多个温度检测部件用于检测煅烧段内的煅烧断面上的不同处的温度，多个氧含量检测部件用于检测煅烧段内的煅烧断面上的不同处的氧气含量，供风部件用于提供空气，位于煅烧段上方的炉体上还开设有补燃口，补燃口用于向炉体中补充高热值物料。该装置可减少高热值物料使用以降低成本，同时对低热值物料充分煅烧并回收热量。
id-CN111288809A    abstract-本发明公开了一种新型干法水泥窑运用外挂式分解炉减排NOx技术，属于水泥制作技术领域，包括原水泥回转窑系统和外挂式分解炉系统，原水泥回转窑系统包括原分解炉和窑尾烟室，窑尾烟室的输出端与原分解炉的输入端固定连接。本发明通过安装的外挂式分解炉一侧安装的煤粉燃烧器，便于将煤粉与水泥回转窑内部排出的高温烟气进行混合，并在缺氧的调节下燃烧产生CO和H 2 ，通过将CO和H 2 作为还原剂还原水泥回转窑产生的高温烟气中的NOx，并通过安装的分料阀，通过调节喂煤粉的量来控制外挂炉内烟气温度，且通过安装的分解炉缩口闸板阀，延长了煤粉在缺氧条件下与高温烟气的接触时间，提高了NOx还原效率，降低了NOx的排放量，增大了分解炉的有效容积。
id-CN111271979A    abstract-本发明提供一种促进气流均匀混合的整流模块，形成有混合整流通道，所述混合整流通道具有从上游至下游的轴向以及垂直于所述轴向的径向；在所述混合整流通道中设有供换热介质在管内流动的管束，在所述管束的上游还设有供管外流体一流入混合整流通道的流体一入口以及供管外流体二流入混合整流通道的流体二导入装置；所述管束具有至少一根换热管，所述换热管经往复弯折而形成多个折弯段，所述多个折弯段沿径向地插入在所述混合整流通道内。由于多个折弯段构成的曲线路径能够延阻管外流体的通过速度，迫使管外流体流动时具有径向扰动，因此能够极大地提高混合效率，在较短的距离之下即可达到符合要求的混合程度，提高脱硝效果。
id-CN111575451A    abstract-本发明公开了一种具有节能功效的冷轧带钢连续退火工艺，该工艺包括以下步骤：S1、带钢预热：通过预热炉对回收的未燃烧燃气和保护气体进行补燃，使带钢达到400‑500摄氏度；S2、无氧化快速加热：通过无氧化加热炉对带钢进行燃气明火无氧化加热，并对未燃烧燃气进行回收，还对高温烟气通过换热器进行热能回收；S3、辐射管高温加热：通过辐射管加热炉对带钢进行加热，并对高温烟气通过换热器进行热能回收；S4、均热保温：通过均热炉对冷轧带钢进行保温，并对保护气体进行回收。本发明通过对系统中的未燃烧燃气、保护气体和烟气高温余热进行有效回收和充分利用，可大大提高能源利用率，从而达到节能的效果。
id-CN111351369A    abstract-本发明涉及一种利用烧结环冷废气在储料场烘干块矿的装置及方法，本发明利用块矿在储料场堆存期间将大于100℃的烧结环冷废气从地平面下方通入到均布的分配管中，让经加压的烧结环冷废气穿透待烘干的块矿后从待烘干的块矿上部排出，经待烘干的块矿上部设置的移动集气罩，再进入新设的防水性布袋除尘器中净化后达标排放。为了保证待烘干的块矿的透气性，在分配管上部铺设500~1000mm厚的干燥并筛分后的矿石作为铺底透气层，从而可以确保出风口畅通和防止堆取料作业对烘干设备的损坏。
id-CN111321301A    abstract-一种高效回收锡二次原料中有价金属的系统及方法。所述系统包括配置于统一场地内的配料系统(1)、回转式熔炼炉(4)、真空炉(5)、烟化炉(6)、烟气处理系统(7)；所述配料系统的混合料料斗通过送料机构与回转式熔炼炉(4)连接，回转式熔炼与真空炉(5)、烟化炉(6)、烟气处理(7)分别直接或间接连接，回转式熔炼炉与真空炉通过合金锭转运装置连接，回转式熔炼炉与烟化炉通过炉渣转运装置连接，回转式熔炼炉和烟化炉的排烟口与烟气处理系统连接。本发明能高效回收成分复杂的锡二次原料，充分回收利用其中所含的锡、铅、铋、铟、银、铜等有价金属，流程短，操作简单，作业成本低，有价金属回收率高，节能、环保效果好。
id-CN111457735A    abstract-本发明公开了一体化火法冶炼炉和处理锌浸出渣的方法，其中，一体化火法冶炼炉包括冶炼炉本体，所述冶炼炉本体内限定出熔炼区和电热还原区，所述熔炼区和所述电热还原区之间设有隔墙，并且所述熔炼区和所述电热还原区底部连通；熔炼区上设有物料入口、含氧气体喷枪和熔炼烟气出口，电热还原区上设有电极、还原剂喷枪、含锌蒸汽出口、排渣口和金属熔体出口。由此，采用该一体化火法冶炼炉可以实现锌浸出渣的短流程和低能耗处理，并且铅、铁、银、铟、锗等有价金属均得到综合回收，而且锌元素具有较高的直收率。
id-CN111426206A    abstract-本发明公开了一种烧结冷却和余热回收一体窑，包括：窑体、进料口、烧结冷却室、冷风室、换热室，进料口设置在窑体的顶部；烧结冷却室垂直设置在窑体内与进料口的底端出口连通；冷风室垂直设置在烧结冷却室的中间，连接处设置有第一通风隔板，冷风通过第一通风隔板横向进入烧结冷却室内；换热室设置在烧结冷却室与窑体侧壁之间，换热室与烧结冷却室之间有第二通风隔板，烧结冷却室的风通过第二通风隔板横向进去换热室内。解决现有技术中烧结冷却、余热回收分步进行，过程中存在较大热量损失的技术问题。达到集冷却和余热回收为一体，避免中间环节多余热量损失，提高余热回收总量，同时通过水平横向通风模式，增加通风面积，提高冷却率的技术效果。
id-CN111459109A    abstract-本发明公开了一种工业锅炉SNCR脱硝控制系统与控制方法，其中系统包括执行层、感知层、转换层、控制层和管理层；所述感知层包括烟气量动态测量模块，所述烟气量动态测量模块用于采集炉膛内NO和O 2 的第一含量信息；所述转换层用于根据第一含量信息获取NOx的浓度，根据NOx的浓度计算NH 3 的第二含量信息；所述控制层用于根据第二含量信息生成控制指令，根据控制指令控制喷枪、空气压缩机和喷氨调节阀的工作状态，以使喷枪往炉膛内喷射还原剂。本发明通过实时监控炉膛内氮氧化物的含量，再根据氮氧化物的含量控制还原剂的量，避免还原剂不够或浪费的情况，提高了控制的稳定性和质量，实现智能化控制。可广泛应用于烟气脱硝技术领域。
id-CN111457377A    abstract-本发明涉及一种大速差烟气循环超低氮氧化物高速烧嘴及其控制方法，烧嘴设有烧嘴砖，空气、燃气、循环烟气进气管，烧嘴壳体和预燃室；烧嘴砖的内腔为燃烧室，在预燃室的燃气进气端设有一次进风通道，预燃室出口设有配风盘，配风盘上有二次进风通道。烧嘴工作时空燃气、烟气在预燃室内预混及燃烧。通过两级配风方式使预燃室喷出的混合气与经二次进风通道喷出的助燃空气的流速形成大速差，在预燃室出口区域造出气流回流区，气流回流区保证了炉窑内燃气稳定和完全燃烧。本控制方法为当炉温低于900℃时循环烟气不输入烧嘴；炉温高于900℃时，循环烟气输入烧嘴参与燃烧，循环烟气降低燃气热值和燃烧火焰的高温点，实现超低NO X 排放。
id-CN111521030A    abstract-本发明公开了一种镁锭冶炼还原炉前收尘装置及方法。该装置包括支架、导烟管道、轨道、收尘车、驱动机构、收尘罩、检测机构以及控制器。导烟管道安装在支架上，并位于还原炉上方，顶部开设吸烟窗口。轨道铺设在导烟管道上。收尘车安装在轨道上，内部具有过烟通道，过烟通道的一端朝向吸烟窗口。收尘罩的一端朝向还原炉前的进出口，另一端与过烟通道连通。检测机构获取各个进出口的烟尘状态信息。控制器用于先计算出烟尘浓度，再对所有烟尘浓度进行排序，并选取收尘点，最后驱使收尘车运动至收尘点的上方，使收尘罩收集收尘点的烟尘，并将烟尘通过过烟通道、吸烟窗口、导烟管道排出。本发明能够及时将烟尘吸走，提高对烟尘的收尘效率和收尘效果。
id-CN111397384A    abstract-本发明公开了一种脱脂炉高温烟气转化电能的节能装置，包括主机体，所述主机体内开设有过滤腔，所述过滤腔的内壁上固设有用于过滤烟气的过滤层，所述过滤腔的后侧与炉腔的顶侧之间连通安装有排烟管，所述过滤腔的顶壁固定安装有能向所述过滤腔内喷淋热水来和所述过滤层一起过滤烟气的喷头，所述过滤腔的右侧开设有压力腔，所述压力腔与所述过滤腔之间连通设有导气腔，本发明采用高温烟气过滤后的高温蒸汽带动涡轮转动，从而带动电磁线圈转动的方式来产生电能，并且能用这部分电能带动动力电机，使电机带动传动盘转动，从而可加强水加热和水喷淋的效果。
id-CN111365997A    abstract-本发明提供一种生产大结晶电熔镁砂矿热炉的炉顶密封装置，包括炉盖、炉盖支撑圈、钢制封罩和烟气出口管，所述炉盖安装在炉盖支撑圈中部，所述炉盖支撑圈固定在炉顶操作平台钢结构的开口处，位于矿热炉炉筒的正上方，所述钢制封罩罩住炉盖支撑圈，将冶炼时夹带有大量粉尘上行的炉内烟气完全限制在封罩内，在钢制封罩上设置有烟气出口管和进料管，在炉盖和钢制封罩上都设置有对应三根电极的电极孔。本发明实现了生产大结晶电熔镁砂矿热炉的炉顶密封，实现了在密封的环境中持续集中除尘，除尘动力小，节约电力资源，同时改善了工人的工作环境，避免了传统方法中因工人在炉顶操作平台上工作对其身体健康的损害，甚至对生命安全的侵害。
id-CN111595176A    abstract-本发明涉及玄武岩纤维加工设备领域，尤其是涉及一种冷却水塔，包括塔体以及集水池，塔体的上方开设有进水口，塔体的侧面上开设有进风通道，塔体内部设置有干燥层，干燥层位于集水池的上方并且与塔体侧面的进风通道的位置相对应，还涉及一种玄武岩纤维工业化生产线冷却系统，用于对窑炉进行冷却，包括上述冷却水塔，冷却水塔的进水口连接有进水管，集水池的底部连接有出水管，出水管远离集水池的一端在窑炉的外表面上呈螺旋状从窑炉的下方延伸到窑炉的上方，然后与进水管远离冷却水塔的一端相连接，出水管上设置有冷水泵，达到了使冷却水快速降温，延长窑炉使用寿命的效果。
id-CN111578722A    abstract-本发明公开了一体式模块化异位直接热脱附方法，包括依次连接的进料皮带输送机、烘干窑、旋风除尘器、二次燃烧室、半干急冷塔、布袋除尘器、酸洗塔以及烟囱，还包括组装、进料、烘干窑处理、烟气处理和出料等步骤。本发明的异位直接热脱附方法使用的设备采用一体式模块化布局，且采用撬块式安装方式，主要适用于大型土壤修复项目的。该一体式模块化异位直接热脱附方法适用于挥发性和半挥发性有机污染物的土壤、污泥、沉淀物、滤渣等污染场地的修复，使修复后的土壤可再利用，特别对于处理一些突发性的有机污染环境事故，如由于意外泄露、倾倒而发生的突发性土壤污染事故的应急修复，本方法可以做到快捷处理，并且不会造成二次污染。
id-CN111412468A    abstract-本发明涉及一种用于工业窑炉协同处理生活垃圾的热解气化炉，包括热解气化装置、热交换装置、工业窑炉、废气处理装置以及预干燥装置，热解气化装置的上料端与预干燥装置的下料端对应，且其排气口通过第一管路与热交换装置的第一入口连通，热交换装置的第一出口经第二管路与工业窑炉的进气口连通，工业窑炉的排气口通过第三管路与废气处理装置的进气口接通，热交换装置的第二入口作为空气进口通过第四管路连通有风机，且其第二出口经第五管路与预干燥装置的进气口连通，预干燥装置的出气口通过第六管路与热解气化装置的进气口连通。本发明流程简单，可彻底清除垃圾燃烧产生的二噁英，并能循环利用所产生的灰渣，无害化转化率高。
id-CN111412467A    abstract-本发明涉及一种基于热解气化炉与隧道砖窑的生活垃圾处理系统，包括上料干燥装置、热解气化炉、制砖系统以及隧道窑，热隧道窑包括预热段、燃烧段和冷却段，预热段的第一排气口与上料干燥装置的进气口连通，上料干燥装置的出气口与燃烧段的第一进气口连通，预热段的第二出气口与热解气化炉的进气口连通，热解气化炉的排气口与燃烧段的第二进气口连通，燃烧段的温度控制在1000℃，且燃烧段与热解气化炉之间的连接管路上还连接有送风管路。本发明提出基于热解气化炉与隧道砖窑的生活垃圾处理系统及方法，可彻底清除垃圾燃烧产生的二噁英，并能循环利用所产生的灰渣，无害化转化率高。
id-CN111561820A    abstract-本发明公开了一种具有烟气净化功能的双炉型铝锭熔炼炉，包括熔炼炉本体以及与熔炼炉本体连通的空气净化塔；所述熔炼炉本体包括炉体，炉体外设置有进气室，进气室通过进气管连通外部气源；所述进气室上设置有连通管；所述炉体的内部设置有第一燃烧室和第二燃烧室；所述炉体上均设置有第一燃烧室和第二燃烧室的两个检测装置、两个出渣装置和两条烟道。本发明在双熔炼炉的设计可以同时熔炼多种原料，无需搅拌，使得铝液和其他元素充分融合，保证产品质量，也减少了工人的劳动量，省时省力。
id-CN111322869A    abstract-锡精矿连续熔炼粗锡和炉渣连续烟化的冶炼炉及冶炼方法，所述冶炼炉包括有底部连通的前端顶吹熔炼炉和后端侧吹烟化贫化炉；所述前端顶吹熔炼炉包括圆柱形炉体(4)、炉顶的物料入口(1)、从炉顶插入的熔炼喷枪(3)、设置于炉顶的熔炼烟气出口(5)、设置于炉体底部的粗锡放出口(10)；所述侧吹烟化贫化炉包括长方体箱式炉体(18)、炉顶的硫化剂加入口(20)、对称设置于炉体下部两侧的向炉内吹入空气及燃料的喷吹系统(14)、设置于炉体下部的贫炉渣放出口(15)、设置于炉体顶部的烟化烟气出口(19)；长方体箱式炉体的炉底为倾斜炉底(12)。本发明可一步完锡精矿连续熔炼成粗锡和熔炼富锡炉渣连续硫化法烟化贫化两个冶金过程，流程短，作业成本低，锡的回收率高，节能效果好。
id-CN111442651B    abstract-本发明涉及一种基于水泥窑的飞灰二噁英去除系统及方法，充分利用原有水泥窑设备中窑尾烟室与多级预热器中最靠近窑尾烟室的底部一级预热器之间的压差，使飞灰除二噁英系统能够在设备现有压差的驱动下顺利运转而无需额外使用引风设备，整体结构成本低，便于在现有水泥窑上进行改造，飞灰再利用经济效益高。
id-CN111442645B    abstract-一种用于制备液态氯化盐的加热炉及加热系统，加热炉包括炉体，所述炉体内设置有坩埚，所述坩埚的外壁上设置有加热组件，炉体上可拆卸地设置有炉盖，所述炉盖上设置有进气管和第一排气管，所述进气管和第一排气管与坩埚内部连通，还包括卸料管，所述卸料管延伸至坩埚内部，卸料管上设置有第二排气管。加热系统包括加热炉和气体处理系统。本发明能够实现较大质量的粉料预处理以及特定温度的熔融材料制备，同时结合特殊设计的气体控制系统及卸料系统，在无额外机械结构的条件下，实现腐蚀性熔融氯化盐的导出。该装置成本低廉，加热稳定性好，熔融物纯度高，具有较好的工业应用前景。
